"Source","Target","score"
"SLC30A3","ANXIETY DISORDER",0.0378333333333333
"RGS6","ANXIETY DISORDER",0.0377666666666667
"RBFOX2","ANXIETY DISORDER",0.0376555555555556
"BOC","ANXIETY DISORDER",0.0376308888888889
"PPIF","ANXIETY DISORDER",0.0376
"URI1","ANXIETY DISORDER",0.0375333333333333
"HM13","ANXIETY DISORDER",0.0375232222222222
"C9orf72","ANXIETY DISORDER",0.0374222286932931
"PDE4A","ANXIETY DISORDER",0.0374083333333333
"CTNND2","ANXIETY DISORDER",0.0374
"LARS1","ANXIETY DISORDER",0.0372222222222222
"NOX1","ANXIETY DISORDER",0.0372
"SERPINA1","ANXIETY DISORDER",0.0371888888888889
"NPNT","ANXIETY DISORDER",0.0371333333333333
"GSK3A","ANXIETY DISORDER",0.0371138888888889
"GPX1","ANXIETY DISORDER",0.0371
"HDC","ANXIETY DISORDER",0.0371
"ELAVL1","ANXIETY DISORDER",0.0371
"ASIC3","ANXIETY DISORDER",0.037075
"MRC1","ANXIETY DISORDER",0.0370287777777778
"ACP5","ANXIETY DISORDER",0.0369
"ATP1A1","ANXIETY DISORDER",0.0368
"TANK","ANXIETY DISORDER",0.0368
"ZNRD1","ANXIETY DISORDER",0.0368
"CD69","ANXIETY DISORDER",0.0367901872931418
"CDKN1A","ANXIETY DISORDER",0.0367628536759056
"MTA2","ANXIETY DISORDER",0.0364416666666667
"TRIM39","ANXIETY DISORDER",0.0364
"GNB1","ANXIETY DISORDER",0.0364
"CHL1","ANXIETY DISORDER",0.0363
"PVR","ANXIETY DISORDER",0.0362859550948329
"NF1","ANXIETY DISORDER",0.0361763082270309
"NUP62","ANXIETY DISORDER",0.036
"S100A8","ANXIETY DISORDER",0.036
"NRN1","ANXIETY DISORDER",0.036
"NCOA1","ANXIETY DISORDER",0.036
"DGKH","ANXIETY DISORDER",0.035972686670707
"LRP1","ANXIETY DISORDER",0.0359258271943916
"NPTX2","ANXIETY DISORDER",0.0359
"TACR3","ANXIETY DISORDER",0.0358982222222222
"SSB","ANXIETY DISORDER",0.0358888888888889
"SFTPB","ANXIETY DISORDER",0.0358
"UBE2D1","ANXIETY DISORDER",0.0357888888888889
"GYPE","ANXIETY DISORDER",0.0356
"MFF","ANXIETY DISORDER",0.0356
"ROCK2","ANXIETY DISORDER",0.0356
"ISM1","ANXIETY DISORDER",0.0356
"ROCK1","ANXIETY DISORDER",0.0356
"HMGCR","ANXIETY DISORDER",0.0355192820834429
"CTSC","ANXIETY DISORDER",0.0354
"CRTC1","ANXIETY DISORDER",0.0354
"PPRC1","ANXIETY DISORDER",0.0353
"BID","ANXIETY DISORDER",0.0352797777777778
"FBLN5","ANXIETY DISORDER",0.0352568906525573
"IKBKE","ANXIETY DISORDER",0.0352555555555556
"SNCG","ANXIETY DISORDER",0.0352
"KIF13A","ANXIETY DISORDER",0.0352
"MEST","ANXIETY DISORDER",0.0352
"CABIN1","ANXIETY DISORDER",0.035176
"VIT","ANXIETY DISORDER",0.0351694444444444
"IL3","ANXIETY DISORDER",0.0351593333333333
"OLIG2","ANXIETY DISORDER",0.035
"C3AR1","ANXIETY DISORDER",0.035
"ARHGAP44","ANXIETY DISORDER",0.035
"GPR149","ANXIETY DISORDER",0.0349786512561948
"PITX2","ANXIETY DISORDER",0.0349454444444444
"UGT1A9","ANXIETY DISORDER",0.0348
"ZFP57","ANXIETY DISORDER",0.0348
"CADM2","ANXIETY DISORDER",0.0348
"OR7D4","ANXIETY DISORDER",0.0348
"FOXD4","ANXIETY DISORDER",0.0348
"ANO1","ANXIETY DISORDER",0.0348
"FGF22","ANXIETY DISORDER",0.0348
"LMO3","ANXIETY DISORDER",0.0348
"SNAI2","ANXIETY DISORDER",0.0348
"FLOT2","ANXIETY DISORDER",0.0345
"CFTR","ANXIETY DISORDER",0.0345
"CD274","ANXIETY DISORDER",0.0344888888888889
"PCYT1A","ANXIETY DISORDER",0.0344722222222222
"NPPC","ANXIETY DISORDER",0.0344576516259226
"BLOC1S2","ANXIETY DISORDER",0.0344
"MBOAT4","ANXIETY DISORDER",0.0344
"PDGFC","ANXIETY DISORDER",0.0344
"CD63","ANXIETY DISORDER",0.0344
"NINJ1","ANXIETY DISORDER",0.0344
"ALOX12","ANXIETY DISORDER",0.0344
"PTGDS","ANXIETY DISORDER",0.0344
"CHAT","ANXIETY DISORDER",0.0344
"ABCA7","ANXIETY DISORDER",0.0344
"SRY","ANXIETY DISORDER",0.0342997777777778
"SIL1","ANXIETY DISORDER",0.0342444444444444
"STIL","ANXIETY DISORDER",0.0342333333333333
"AMT","ANXIETY DISORDER",0.034213029478458
"SOCS2","ANXIETY DISORDER",0.0341
"PIAS1","ANXIETY DISORDER",0.0340111111111111
"ITGB3","ANXIETY DISORDER",0.034
"NPY1R","ANXIETY DISORDER",0.034
"TFAP2A","ANXIETY DISORDER",0.034
"TRIOBP","ANXIETY DISORDER",0.034
"TECR","ANXIETY DISORDER",0.034
"PAFAH1B1","ANXIETY DISORDER",0.034
"TOR1A","ANXIETY DISORDER",0.0338
"UBR4","ANXIETY DISORDER",0.0337
"CPQ","ANXIETY DISORDER",0.0337
"SLITRK2","ANXIETY DISORDER",0.0336786928052402
"PHLDA1","ANXIETY DISORDER",0.0336
"F12","ANXIETY DISORDER",0.0336
"ATF2","ANXIETY DISORDER",0.0335333333333333
"UTP25","ANXIETY DISORDER",0.0334444444444444
"C6orf118","ANXIETY DISORDER",0.0334037647007076
"AGBL1","ANXIETY DISORDER",0.0334
"SLC4A10","ANXIETY DISORDER",0.033299812084986
"TRHR","ANXIETY DISORDER",0.0332
"DGCR2","ANXIETY DISORDER",0.0331185555555556
"TCERG1","ANXIETY DISORDER",0.0331073653865218
"FABP2","ANXIETY DISORDER",0.0330444444444445
"BCL2A1","ANXIETY DISORDER",0.0330083333333333
"DSG1","ANXIETY DISORDER",0.033
"DBN1","ANXIETY DISORDER",0.033
"DYNLL2","ANXIETY DISORDER",0.0329525555555556
"IL6ST","ANXIETY DISORDER",0.0329
"SYN1","ANXIETY DISORDER",0.0328555555555556
"GNB3","ANXIETY DISORDER",0.032825
"GPR26","ANXIETY DISORDER",0.0328
"GLUL","ANXIETY DISORDER",0.0328
"AKAP17A","ANXIETY DISORDER",0.0327555555555556
"LVRN","ANXIETY DISORDER",0.0326822222222222
"NNT","ANXIETY DISORDER",0.0326129886621315
"LDLR","ANXIETY DISORDER",0.0325444444444444
"IL5","ANXIETY DISORDER",0.0325020770975057
"KLF11","ANXIETY DISORDER",0.0325
"SLC22A12","ANXIETY DISORDER",0.0324420762142937
"QRFP","ANXIETY DISORDER",0.0324
"GGN","ANXIETY DISORDER",0.0324
"LALBA","ANXIETY DISORDER",0.0324
"CTSS","ANXIETY DISORDER",0.0324
"ARRB2","ANXIETY DISORDER",0.0323
"TFAP2C","ANXIETY DISORDER",0.0323
"PRDX2","ANXIETY DISORDER",0.032265722915092
"AMD1","ANXIETY DISORDER",0.0321302222222222
"EP300","ANXIETY DISORDER",0.0321111111111111
"RUBCNL","ANXIETY DISORDER",0.0321
"HSPB3","ANXIETY DISORDER",0.032
"AAR2","ANXIETY DISORDER",0.032
"FOXP1","ANXIETY DISORDER",0.032
"GCH1","ANXIETY DISORDER",0.0318565555555556
"NMBR","ANXIETY DISORDER",0.0317916666666667
"CADM1","ANXIETY DISORDER",0.0317
"POLI","ANXIETY DISORDER",0.0316420875118949
"GYPB","ANXIETY DISORDER",0.0316167320212459
"PCLO","ANXIETY DISORDER",0.0316
"MED12","ANXIETY DISORDER",0.0316
"DAO","ANXIETY DISORDER",0.0316
"PQBP1","ANXIETY DISORDER",0.0316
"CD84","ANXIETY DISORDER",0.0316
"DEGS1","ANXIETY DISORDER",0.0315
"CSF3","ANXIETY DISORDER",0.031476
"DGKB","ANXIETY DISORDER",0.0314
"ZDHHC2","ANXIETY DISORDER",0.0313222222222222
"EPHA1","ANXIETY DISORDER",0.0312300450343674
"VDR","ANXIETY DISORDER",0.0312128316326531
"DAPK1","ANXIETY DISORDER",0.0312
"MBL2","ANXIETY DISORDER",0.0312
"HPGDS","ANXIETY DISORDER",0.0312
"LMO4","ANXIETY DISORDER",0.0312
"MSTN","ANXIETY DISORDER",0.0312
"SHD","ANXIETY DISORDER",0.0312
"YY1","ANXIETY DISORDER",0.0312
"CCDC80","ANXIETY DISORDER",0.0312
"CPLX2","ANXIETY DISORDER",0.0311
"SORT1","ANXIETY DISORDER",0.0310222222222222
"SLITRK5","ANXIETY DISORDER",0.031
"DNTTIP2","ANXIETY DISORDER",0.031
"RNASE3","ANXIETY DISORDER",0.0308
"SLC2A2","ANXIETY DISORDER",0.0308
"VEGFC","ANXIETY DISORDER",0.0308
"RMC1","ANXIETY DISORDER",0.0308
"TCF19","ANXIETY DISORDER",0.0308
"PTK2B","ANXIETY DISORDER",0.0308
"CNTNAP1","ANXIETY DISORDER",0.0308
"CD44","ANXIETY DISORDER",0.0308
"CDA","ANXIETY DISORDER",0.0307945600907029
"UNC13B","ANXIETY DISORDER",0.0307
"PRKG2","ANXIETY DISORDER",0.0306083333333333
"TMX1","ANXIETY DISORDER",0.0305888888888889
"CBR1","ANXIETY DISORDER",0.0304926666666667
"CMAS","ANXIETY DISORDER",0.0304830997732426
"USH1G","ANXIETY DISORDER",0.0304533429705215
"MAPKAPK2","ANXIETY DISORDER",0.0304
"CEACAM6","ANXIETY DISORDER",0.0301333333333333
"JUN","ANXIETY DISORDER",0.0301
"DCTN3","ANXIETY DISORDER",0.0300528888888889
"KCTD12","ANXIETY DISORDER",0.03
"CXXC5","ANXIETY DISORDER",0.03
"EMB","ANXIETY DISORDER",0.03
"C15orf48","ANXIETY DISORDER",0.03
"PF4","ANXIETY DISORDER",0.03
"PTGES","ANXIETY DISORDER",0.03
"CASQ1","ANXIETY DISORDER",0.03
"ANXA3","ANXIETY DISORDER",0.03
"SRSF1","ANXIETY DISORDER",0.03
"ITPR2","ANXIETY DISORDER",0.03
"EPX","ANXIETY DISORDER",0.03
"AREG","ANXIETY DISORDER",0.03
"CCL7","ANXIETY DISORDER",0.03
"HOOK2","ANXIETY DISORDER",0.03
"SPAG9","ANXIETY DISORDER",0.03
"GSTM1","ANXIETY DISORDER",0.0299
"SFTA3","ANXIETY DISORDER",0.0298277777777778
"PRODH","ANXIETY DISORDER",0.0298
"PCSK7","ANXIETY DISORDER",0.0297537777777778
"GOT2","ANXIETY DISORDER",0.0297
"SRM","ANXIETY DISORDER",0.0296916666666667
"NTS","ANXIETY DISORDER",0.0296610770975057
"GPR65","ANXIETY DISORDER",0.029625
"SEC14L2","ANXIETY DISORDER",0.029625
"RPS6KB1","ANXIETY DISORDER",0.0296111111111111
"APBB1","ANXIETY DISORDER",0.0296
"HNRNPK","ANXIETY DISORDER",0.0296
"SIRT3","ANXIETY DISORDER",0.0296
"NCOR1","ANXIETY DISORDER",0.0296
"SUCO","ANXIETY DISORDER",0.0295888888888889
"HDAC1","ANXIETY DISORDER",0.0295833333333333
"AGXT","ANXIETY DISORDER",0.0295524577000681
"NR1I2","ANXIETY DISORDER",0.0294972222222222
"CCL21","ANXIETY DISORDER",0.0294187816096262
"CD6","ANXIETY DISORDER",0.0292854145880574
"GJC2","ANXIETY DISORDER",0.0292
"ITGA5","ANXIETY DISORDER",0.0292
"RHOF","ANXIETY DISORDER",0.0292
"ESPL1","ANXIETY DISORDER",0.0292
"PGF","ANXIETY DISORDER",0.0292
"MAP4","ANXIETY DISORDER",0.0292
"HIF1A","ANXIETY DISORDER",0.0291866712018141
"ANO2","ANXIETY DISORDER",0.0291128586967297
"DHRS9","ANXIETY DISORDER",0.0290888888888889
"CALB1","ANXIETY DISORDER",0.0290676666666667
"HUNK","ANXIETY DISORDER",0.029
"MED28","ANXIETY DISORDER",0.029
"LGALS1","ANXIETY DISORDER",0.029
"TNR","ANXIETY DISORDER",0.0289833333333333
"PLXNA4","ANXIETY DISORDER",0.0288
"MT1DP","ANXIETY DISORDER",0.0288
"RYR3","ANXIETY DISORDER",0.0288
"CFL1","ANXIETY DISORDER",0.0288
"AIM2","ANXIETY DISORDER",0.0288
"LMX1A","ANXIETY DISORDER",0.0288
"STK32B","ANXIETY DISORDER",0.0288
"SLC22A3","ANXIETY DISORDER",0.0288
"IMMT","ANXIETY DISORDER",0.0288
"RGN","ANXIETY DISORDER",0.0288
"FABP3","ANXIETY DISORDER",0.0288
"USP28","ANXIETY DISORDER",0.0288
"SOCS3","ANXIETY DISORDER",0.0287698775510204
"ANKK1","ANXIETY DISORDER",0.0287408888888889
"PRLH","ANXIETY DISORDER",0.0287333333333333
"HSD17B12","ANXIETY DISORDER",0.0286672222222222
"DUT","ANXIETY DISORDER",0.0286098627584302
"CLEC9A","ANXIETY DISORDER",0.0286
"NPAT","ANXIETY DISORDER",0.0286
"TLR8","ANXIETY DISORDER",0.0286
"LAMA1","ANXIETY DISORDER",0.0285111111111111
"CCS","ANXIETY DISORDER",0.0284946666666667
"PBX1","ANXIETY DISORDER",0.0284035592885809
"PTMA","ANXIETY DISORDER",0.0284
"PHF8","ANXIETY DISORDER",0.0284
"FUT9","ANXIETY DISORDER",0.0284
"SYNPO","ANXIETY DISORDER",0.0284
"ALOX15","ANXIETY DISORDER",0.0284
"NPTN","ANXIETY DISORDER",0.0284
"LY96","ANXIETY DISORDER",0.0284
"NPEPPS","ANXIETY DISORDER",0.0284
"NR1H2","ANXIETY DISORDER",0.0284
"TCFL5","ANXIETY DISORDER",0.0284
"PDE10A","ANXIETY DISORDER",0.0283665164399093
"TRPC5","ANXIETY DISORDER",0.0283458888888889
"PDE5A","ANXIETY DISORDER",0.0281658888888889
"DNAL1","ANXIETY DISORDER",0.0281472222222222
"PDE1B","ANXIETY DISORDER",0.0281111111111111
"XBP1","ANXIETY DISORDER",0.0280888888888889
"ALAD","ANXIETY DISORDER",0.0280886666666667
"GALR3","ANXIETY DISORDER",0.028075
"MBTPS1","ANXIETY DISORDER",0.0280305555555556
"EGFR","ANXIETY DISORDER",0.0280040756920545
"S1PR2","ANXIETY DISORDER",0.028
"ECSCR","ANXIETY DISORDER",0.028
"BTC","ANXIETY DISORDER",0.028
"SLC19A1","ANXIETY DISORDER",0.028
"GPX4","ANXIETY DISORDER",0.028
"F11R","ANXIETY DISORDER",0.028
"CAST","ANXIETY DISORDER",0.028
"OGT","ANXIETY DISORDER",0.028
"SS18","ANXIETY DISORDER",0.028
"DRAM1","ANXIETY DISORDER",0.028
"PTPRA","ANXIETY DISORDER",0.028
"SLC25A16","ANXIETY DISORDER",0.028
"TFAP2B","ANXIETY DISORDER",0.028
"TAPBP","ANXIETY DISORDER",0.0278666666666667
"BCR","ANXIETY DISORDER",0.0278555555555556
"MATN1","ANXIETY DISORDER",0.0278444444444444
"DSP","ANXIETY DISORDER",0.0278222222222222
"KCNJ6","ANXIETY DISORDER",0.0277888888888889
"KLK8","ANXIETY DISORDER",0.0277333333333333
"CSF1","ANXIETY DISORDER",0.027725
"SERPINA6","ANXIETY DISORDER",0.0277
"AHSP","ANXIETY DISORDER",0.0277
"MAPK9","ANXIETY DISORDER",0.0277
"ANXA6","ANXIETY DISORDER",0.0276698775510204
"ZMYM2","ANXIETY DISORDER",0.0276393219954649
"F2R","ANXIETY DISORDER",0.0276111111111111
"MAS1L","ANXIETY DISORDER",0.0276
"QKI","ANXIETY DISORDER",0.0276
"OTC","ANXIETY DISORDER",0.0276
"GAB2","ANXIETY DISORDER",0.0276
"RACK1","ANXIETY DISORDER",0.0275
"DDIT3","ANXIETY DISORDER",0.0273
"BAG1","ANXIETY DISORDER",0.0273
"SULT4A1","ANXIETY DISORDER",0.0272793333333333
"UBE2Z","ANXIETY DISORDER",0.0272222222222222
"PPOX","ANXIETY DISORDER",0.0272222222222222
"OR1A2","ANXIETY DISORDER",0.0272
"APBB2","ANXIETY DISORDER",0.0272
"A1CF","ANXIETY DISORDER",0.0272
"TERF1","ANXIETY DISORDER",0.0272
"NEDD4L","ANXIETY DISORDER",0.0272
"FTO","ANXIETY DISORDER",0.0271549103948912
"TLX1NB","ANXIETY DISORDER",0.0271055555555556
"RAPGEF4","ANXIETY DISORDER",0.0271
"ECI1","ANXIETY DISORDER",0.0270833333333333
"SIT1","ANXIETY DISORDER",0.0270693333333333
"BATF2","ANXIETY DISORDER",0.0270666666666667
"LRP8","ANXIETY DISORDER",0.027
"ALDH1A1","ANXIETY DISORDER",0.0268
"MAK","ANXIETY DISORDER",0.0268
"CASP2","ANXIETY DISORDER",0.0268
"NBN","ANXIETY DISORDER",0.0267583333333333
"IARS1","ANXIETY DISORDER",0.0266138888888889
"SIGMAR1","ANXIETY DISORDER",0.0265833333333333
"GSS","ANXIETY DISORDER",0.02656
"DPT","ANXIETY DISORDER",0.0265138888888889
"TAAR1","ANXIETY DISORDER",0.0264555555555556
"MALT1","ANXIETY DISORDER",0.0264072222222222
"NRG2","ANXIETY DISORDER",0.0264
"HSPBP1","ANXIETY DISORDER",0.0264
"REM1","ANXIETY DISORDER",0.0264
"LPO","ANXIETY DISORDER",0.0263444444444445
"SHANK1","ANXIETY DISORDER",0.0263004444444444
"RYR2","ANXIETY DISORDER",0.0263
"ADCY10","ANXIETY DISORDER",0.0262
"BST1","ANXIETY DISORDER",0.0262
"VIPR2","ANXIETY DISORDER",0.0262
"MAPKAPK5","ANXIETY DISORDER",0.0261777777777778
"NMU","ANXIETY DISORDER",0.0261527777777778
"ANXA4","ANXIETY DISORDER",0.0261
"TXNRD2","ANXIETY DISORDER",0.0261
"SLC25A3","ANXIETY DISORDER",0.026097
"CPE","ANXIETY DISORDER",0.026075
"MLST8","ANXIETY DISORDER",0.0260333333333333
"DPP6","ANXIETY DISORDER",0.0260292103320333
"TNP2","ANXIETY DISORDER",0.026
"ANXA1","ANXIETY DISORDER",0.026
"PLXNA3","ANXIETY DISORDER",0.026
"ATXN10","ANXIETY DISORDER",0.026
"RHBDL1","ANXIETY DISORDER",0.026
"CYP2E1","ANXIETY DISORDER",0.0259
"CCR7","ANXIETY DISORDER",0.0259
"FKBP4","ANXIETY DISORDER",0.0258888888888889
"LIF","ANXIETY DISORDER",0.0258430256991686
"AMN","ANXIETY DISORDER",0.0258
"TPI1","ANXIETY DISORDER",0.025725
"DDIT4","ANXIETY DISORDER",0.0257
"CLEC3B","ANXIETY DISORDER",0.0257
"KITLG","ANXIETY DISORDER",0.0257
"OCA2","ANXIETY DISORDER",0.0256888888888889
"STAT5B","ANXIETY DISORDER",0.025625
"REST","ANXIETY DISORDER",0.0256038669561453
"SAG","ANXIETY DISORDER",0.0256
"CD2","ANXIETY DISORDER",0.0256
"GLS","ANXIETY DISORDER",0.0256
"TPR","ANXIETY DISORDER",0.0256
"RNF19A","ANXIETY DISORDER",0.0256
"ABCD1","ANXIETY DISORDER",0.0254333333333333
"KNTC1","ANXIETY DISORDER",0.0254046366213152
"TLR1","ANXIETY DISORDER",0.0254
"FAM168B","ANXIETY DISORDER",0.0254
"PKP1","ANXIETY DISORDER",0.0253102373183018
"PDIA3","ANXIETY DISORDER",0.0252
"GRAP2","ANXIETY DISORDER",0.0252
"ECI2","ANXIETY DISORDER",0.025
"CRY2","ANXIETY DISORDER",0.025
"MLNR","ANXIETY DISORDER",0.025
"AFM","ANXIETY DISORDER",0.025
"GUCY2C","ANXIETY DISORDER",0.025
"GCGR","ANXIETY DISORDER",0.0249
"PRDX6","ANXIETY DISORDER",0.0249
"IAPP","ANXIETY DISORDER",0.0248804444444444
"GBA","ANXIETY DISORDER",0.024825
"STK11","ANXIETY DISORDER",0.0248222222222222
"TNFRSF6B","ANXIETY DISORDER",0.0248
"RAB8A","ANXIETY DISORDER",0.0248
"ELOC","ANXIETY DISORDER",0.0248
"EFHD2","ANXIETY DISORDER",0.0248
"ACSS2","ANXIETY DISORDER",0.0248
"WFS1","ANXIETY DISORDER",0.0248
"ELOB","ANXIETY DISORDER",0.0248
"CD40","ANXIETY DISORDER",0.0248
"CD200","ANXIETY DISORDER",0.0248
"SPINT2","ANXIETY DISORDER",0.0247583333333333
"ABL1","ANXIETY DISORDER",0.0247
"MDFIC","ANXIETY DISORDER",0.0246888888888889
"HSP90B1","ANXIETY DISORDER",0.0246
"PDLIM7","ANXIETY DISORDER",0.0245111111111111
"APBA2","ANXIETY DISORDER",0.0245
"TNXB","ANXIETY DISORDER",0.0244538285253245
"OPALIN","ANXIETY DISORDER",0.0244
"TSC1","ANXIETY DISORDER",0.0244
"LYVE1","ANXIETY DISORDER",0.0244
"SLC5A5","ANXIETY DISORDER",0.0244
"MLYCD","ANXIETY DISORDER",0.0244
"KCNQ1","ANXIETY DISORDER",0.0244
"CPT2","ANXIETY DISORDER",0.0243888888888889
"PRTN3","ANXIETY DISORDER",0.024375
"ETV3","ANXIETY DISORDER",0.0243555555555556
"CISH","ANXIETY DISORDER",0.0243
"UTS2","ANXIETY DISORDER",0.0242472222222222
"SMC3","ANXIETY DISORDER",0.0242416666666667
"PRPH2","ANXIETY DISORDER",0.0241666666666667
"ACTC1","ANXIETY DISORDER",0.0241
"GATA4","ANXIETY DISORDER",0.0241
"TLR7","ANXIETY DISORDER",0.024
"DLK1","ANXIETY DISORDER",0.024
"NPW","ANXIETY DISORDER",0.024
"NDN","ANXIETY DISORDER",0.024
"PNLIP","ANXIETY DISORDER",0.024
"GNG12","ANXIETY DISORDER",0.024
"FMN2","ANXIETY DISORDER",0.024
"SH3GL1","ANXIETY DISORDER",0.024
"KIF11","ANXIETY DISORDER",0.024
"IRF3","ANXIETY DISORDER",0.024
"EPHX2","ANXIETY DISORDER",0.024
"SUB1","ANXIETY DISORDER",0.024
"CIC","ANXIETY DISORDER",0.024
"SYT1","ANXIETY DISORDER",0.024
"DGKA","ANXIETY DISORDER",0.024
"GCLM","ANXIETY DISORDER",0.024
"CYP3A43","ANXIETY DISORDER",0.024
"CDKL5","ANXIETY DISORDER",0.024
"FAM214B","ANXIETY DISORDER",0.024
"SLC4A1","ANXIETY DISORDER",0.024
"MTR","ANXIETY DISORDER",0.0239888888888889
"RAPH1","ANXIETY DISORDER",0.0239
"SRR","ANXIETY DISORDER",0.0239
"IL1A","ANXIETY DISORDER",0.0238927170571933
"GOPC","ANXIETY DISORDER",0.0238
"CLN3","ANXIETY DISORDER",0.0237
"MAPK11","ANXIETY DISORDER",0.0236
"ACTG1","ANXIETY DISORDER",0.0236
"FABP7","ANXIETY DISORDER",0.0236
"BRSK1","ANXIETY DISORDER",0.0236
"PINK1","ANXIETY DISORDER",0.0236
"SLC13A5","ANXIETY DISORDER",0.0236
"IGF1R","ANXIETY DISORDER",0.0236
"NAAA","ANXIETY DISORDER",0.0236
"C3","ANXIETY DISORDER",0.0236
"MYRF","ANXIETY DISORDER",0.0236
"PLCG1","ANXIETY DISORDER",0.0236
"APOA4","ANXIETY DISORDER",0.0236
"IL7","ANXIETY DISORDER",0.0236
"AHCY","ANXIETY DISORDER",0.0236
"LAG3","ANXIETY DISORDER",0.0236
"ANAPC5","ANXIETY DISORDER",0.0236
"SGTA","ANXIETY DISORDER",0.0235
"NDRG2","ANXIETY DISORDER",0.0234
"NFASC","ANXIETY DISORDER",0.0234
"CDIPT","ANXIETY DISORDER",0.0234
"PRKN","ANXIETY DISORDER",0.0233333333333333
"PLCB1","ANXIETY DISORDER",0.0233
"HSPG2","ANXIETY DISORDER",0.0232538888888889
"SDK2","ANXIETY DISORDER",0.0232230960150315
"IGKC","ANXIETY DISORDER",0.0232
"GALP","ANXIETY DISORDER",0.0232
"NR2F1","ANXIETY DISORDER",0.0232
"NMUR2","ANXIETY DISORDER",0.0232
"NDP","ANXIETY DISORDER",0.0232
"SRGN","ANXIETY DISORDER",0.0232
"CALD1","ANXIETY DISORDER",0.0232
"LXN","ANXIETY DISORDER",0.0232
"HDAC5","ANXIETY DISORDER",0.0231204444444444
"OPN1SW","ANXIETY DISORDER",0.0231
"PPP3CA","ANXIETY DISORDER",0.0230777777777778
"KDR","ANXIETY DISORDER",0.0230611111111111
"ABAT","ANXIETY DISORDER",0.0230381882086168
"H2AX","ANXIETY DISORDER",0.023
"SMC2","ANXIETY DISORDER",0.023
"GNRH1","ANXIETY DISORDER",0.0229
"MEN1","ANXIETY DISORDER",0.0229
"STING1","ANXIETY DISORDER",0.0228
"CCR4","ANXIETY DISORDER",0.0228
"ENDOG","ANXIETY DISORDER",0.0228
"PSIP1","ANXIETY DISORDER",0.0228
"AOAH","ANXIETY DISORDER",0.0228
"FASLG","ANXIETY DISORDER",0.0228
"DGUOK","ANXIETY DISORDER",0.0228
"MASP2","ANXIETY DISORDER",0.0228
"TP53","ANXIETY DISORDER",0.0227403333333333
"MVP","ANXIETY DISORDER",0.0227308888888889
"CGAS","ANXIETY DISORDER",0.02273
"NTSR1","ANXIETY DISORDER",0.0227
"EPO","ANXIETY DISORDER",0.0226698775510204
"CYP1A2","ANXIETY DISORDER",0.022625
"CALCOCO1","ANXIETY DISORDER",0.0226126463169718
"NOG","ANXIETY DISORDER",0.0226
"SP2","ANXIETY DISORDER",0.0225444444444444
"GJB6","ANXIETY DISORDER",0.0225
"SCGN","ANXIETY DISORDER",0.0225
"CETP","ANXIETY DISORDER",0.0224317835142741
"GPR139","ANXIETY DISORDER",0.0224
"PTPRN2","ANXIETY DISORDER",0.0224
"PPAT","ANXIETY DISORDER",0.0224
"GFER","ANXIETY DISORDER",0.0224
"DOCK8","ANXIETY DISORDER",0.0224
"MFAP3","ANXIETY DISORDER",0.0224
"SKAP2","ANXIETY DISORDER",0.022376
"NINL","ANXIETY DISORDER",0.0223
"DHRS2","ANXIETY DISORDER",0.0223
"PLAUR","ANXIETY DISORDER",0.0223
"TRMT9B","ANXIETY DISORDER",0.0222360538218118
"AOPEP","ANXIETY DISORDER",0.0222
"TNFSF13B","ANXIETY DISORDER",0.0221333333333333
"ARNTL2","ANXIETY DISORDER",0.0221
"ANXA13","ANXIETY DISORDER",0.0220844444444444
"ENO2","ANXIETY DISORDER",0.0220831111111111
"DEAF1","ANXIETY DISORDER",0.0220444444444444
"NTM","ANXIETY DISORDER",0.0220088788698478
"CCL16","ANXIETY DISORDER",0.022
"NPY4R","ANXIETY DISORDER",0.022
"LIN9","ANXIETY DISORDER",0.022
"DDN","ANXIETY DISORDER",0.022
"P4HTM","ANXIETY DISORDER",0.022
"SERHL","ANXIETY DISORDER",0.022
"NLGN4Y","ANXIETY DISORDER",0.022
"CCR1","ANXIETY DISORDER",0.022
"NPR2","ANXIETY DISORDER",0.022
"RNASEL","ANXIETY DISORDER",0.022
"SUV39H1","ANXIETY DISORDER",0.022
"GLG1","ANXIETY DISORDER",0.022
"PLPP1","ANXIETY DISORDER",0.022
"SETBP1","ANXIETY DISORDER",0.0219444444444445
"CBLIF","ANXIETY DISORDER",0.0218187755102041
"PER1","ANXIETY DISORDER",0.0218
"PTRH2","ANXIETY DISORDER",0.0218
"PEG10","ANXIETY DISORDER",0.0217
"MDM2","ANXIETY DISORDER",0.0217
"CYP3A4","ANXIETY DISORDER",0.0216444444444444
"CNTN3","ANXIETY DISORDER",0.0216083333333333
"SRD5A2","ANXIETY DISORDER",0.0216
"PLA2G4E","ANXIETY DISORDER",0.0216
"BTBD9","ANXIETY DISORDER",0.0216
"RBFOX3","ANXIETY DISORDER",0.0216
"ADCY3","ANXIETY DISORDER",0.0216
"MBD2","ANXIETY DISORDER",0.0216
"MCCC2","ANXIETY DISORDER",0.0216
"CD68","ANXIETY DISORDER",0.0216
"NCOA3","ANXIETY DISORDER",0.0216
"STRN","ANXIETY DISORDER",0.0216
"ACTB","ANXIETY DISORDER",0.0216
"CTNS","ANXIETY DISORDER",0.0216
"NISCH","ANXIETY DISORDER",0.0216
"CD9","ANXIETY DISORDER",0.0216
"MYT1L","ANXIETY DISORDER",0.0215087939825955
