"EFO_0000552","invasive breast ductal and lobular carcinoma",15
"EFO_1000218","Digestive System Carcinoma",9743
"EFO_1000340","Lymphoepithelioma-Like Lung Carcinoma",8
"EFO_0007466","retroperitoneal cancer",662
"EFO_1002010","TP53 Positive Breast Carcinoma",0
"EFO_1000210","Cribriform Carcinoma",10
"EFO_1000143","Breast Carcinoma by Gene Expression Profile",2022
"EFO_1001278","Brown-Pearce carcinoma",1
"EFO_1002017","differentiated thyroid carcinoma",1627
"MONDO_0001852","small intestine lymphoma",48
"MONDO_0002035","colon lymphoma",6
"MONDO_0021659","combined carcinoid and adenocarcinoma",35
"MONDO_0004403","childhood precursor T-lymphoblastic lymphoma/leukemia",143
"Orphanet_271832","Genetic soft tissue tumor",892
"EFO_0007359","mast-cell leukemia",69
"MONDO_0007573","acute erythroleukemia, familial",592
"EFO_0000479","essential thrombocythemia",414
"EFO_1001934","adult acute myeloid leukemia",121
"MONDO_0020644","lung non-Hodgkin lymphoma",17
"EFO_1000102","B-Cell Prolymphocytic Leukemia",45
"EFO_0000255","angioimmunoblastic T-cell lymphoma",236
"EFO_0000183","Hodgkins lymphoma",1206
"EFO_1000548","Splenic Hodgkin Lymphoma",0
"MONDO_0000515","bone chondrosarcoma",85
"EFO_0000565","leukemia",7238
"MONDO_0000952","cancer of long bone of lower limb",0
"EFO_1000470","Peutz-Jeghers Polyp",0
"MONDO_0001056","gastric cancer",3279
"EFO_1000359","Malignant Pancreatic Neoplasm",4421
"MONDO_0002116","malignant exocrine pancreas neoplasm",3055
"MONDO_0003059","bile duct cancer",2005
"EFO_1000273","Gastric Metaplasia",46
"EFO_0008550","Hepatobiliary Neoplasm",7220
"MONDO_0000376","respiratory system cancer",7840
"MONDO_0021117","lung neoplasm",7756
"MONDO_0003079","mastocytoma",193
"MONDO_0024615","T-cell and NK-cell neoplasm",863
"MONDO_0002586","thymus cancer",382
"MONDO_0021237","adrenal medulla neoplasm",1067
"EFO_1001079","oxyphilic adenoma",277
"EFO_1001901","neuroendocrine neoplasm",6547
"EFO_1000522","Secretory Meningioma",23
"EFO_1000086","Angiomatous Meningioma",14
"EFO_1000342","Lymphoplasmacyte-Rich Meningioma",0
"EFO_1000375","Metaplastic Meningioma",2
"MONDO_0015683","primary malignant peritoneal tumor",386
"EFO_0000311","cancer",15579
"MONDO_0002100","cardiovascular cancer",1554
"EFO_1000371","Meningioangiomatosis",7
"MONDO_0014260","immunodeficiency, common variable, 10",2
"Orphanet_280558","Warsaw breakage syndrome",17
"Orphanet_1052","Mosaic variegated aneuploidy syndrome",63
"Orphanet_1059","Blue rubber bleb nevus",11
"Orphanet_268114","RAS-associated autoimmune leukoproliferative disease",417
"Orphanet_1354","Heart defects - limb shortening",0
"MONDO_0019822","arterial duct anomaly",19
"Orphanet_216718","Isolated congenitally uncorrected transposition of the great arteries",0
"Orphanet_99046","Double outlet right ventricle with non-committed subpulmonary ventricular septal defect",0
"MONDO_0020289","congenital tricuspid malformation",120
"Orphanet_79474","Atypical Werner syndrome",5
"Orphanet_109011","Non-syndromic limb malformation",807
"Orphanet_295065","Femoral agenesis/hypoplasia, unilateral",0
"Orphanet_295091","Congenital absence of thigh and lower leg with foot present, bilateral",0
"Orphanet_294967","Amelia of upper limb",0
"Orphanet_295063","Humeral agenesis/hypoplasia, bilateral",0
"Orphanet_295134","Brachydactyly of toes, bilateral",0
"Orphanet_295191","Zygodactyly type 3",0
"Orphanet_295154","Polydactyly of an index finger, bilateral",0
"MONDO_0029130","polydactyly, postaxial, type A8",1
"Orphanet_1784","Acro-fronto-facio-nasal dysostosis",19
"Orphanet_949","Acrocraniofacial dysostosis",32
"Orphanet_1078","Thumb stiffness - brachydactyly - intellectual disability",12
"Orphanet_1276","Brachydactyly - arterial hypertension",95
"Orphanet_2565","Mononen-Karnes-Senac syndrome",19
"Orphanet_93459","Syndrome with synostosis or other joint formation defect",785
"Orphanet_3016","Radius absent - anogenital anomalies",7
"Orphanet_1342","Heart-hand syndrome type 3",64
"Orphanet_2063","Splenogonadal fusion - limb defects - micrognathia",29
"Orphanet_1112","Aphalangy - hemivertebrae - urogenital-intestinal dysgenesis",52
"Orphanet_97120","Distal arthrogryposis",948
"Orphanet_1147","Sheldon-Hall syndrome",13
"Orphanet_140952","Syndactyly - telecanthus - anogenital and renal malformations",8
"Orphanet_1527","Craniosynostosis, Philadelphia type",28
"Orphanet_3133","Say-Field-Coldwell syndrome",2
"Orphanet_1927","Emery-Nelson syndrome",8
"Orphanet_2251","Thumb deformity - alopecia - pigmentation anomaly",24
"Orphanet_183548","Genetic visceral malformation of the liver, biliary tract, pancreas or spleen",1004
"Orphanet_108971","Non-syndromic visceral malformation",469
"Orphanet_2190","Congenital hydronephrosis",29
"Orphanet_93172","Unilateral renal dysplasia",0
"Orphanet_2578","MURCS association",57
"Orphanet_2256","Fibulo-ulnar hypoplasia - renal anomalies",140
"Orphanet_971","Acrorenal syndrome",30
"Orphanet_98153","Uniparental disomy of maternal origin",9
"Orphanet_261992","Partial monosomy of the short arm of chromosome 20",46
"Orphanet_251061","7q31 microdeletion syndrome",0
"Orphanet_251019","2q32q33 microdeletion syndrome",6
"Orphanet_88924","Autosomal dominant polycystic kidney disease type 1 with tuberous sclerosis",1
"Orphanet_96078","16p13.3 microduplication syndrome",51
"Orphanet_1752","Trisomy 8q",0
"Orphanet_251076","8p23.1 microduplication syndrome",1
"Orphanet_96097","Distal trisomy 5q",0
"Orphanet_96068","Mosaic trisomy 22",0
"Orphanet_99776","Mosaic trisomy 9",1
"Orphanet_100071","Mosaic trisomy 3",0
"Orphanet_96059","Mosaic trisomy 4",0
"Orphanet_98158","Chromosome Y structural anomaly",186
"Orphanet_261529","Ring chromosome Y",3
"Orphanet_357158","Mandibulofacial dysostosis - macroblepharon - macrostomia",35
"Orphanet_183580","Genetic malformation syndrome with odontal and/or periodontal component",927
"Orphanet_2010","Cleft palate - stapes fixation - oligodontia",1
"Orphanet_991","PAGOD syndrome",1
"Orphanet_325055","46,XX disorder of gonadal development",171
"Orphanet_325713","Genetic 46,XY disorder of sex development of endocrine origin",1288
"Orphanet_1770","Gonadal dysgenesis, XY type - associated anomalies",1
"Orphanet_503","Autosomal dominant Larsen syndrome",25
"Orphanet_98249","Ehlers-Danlos syndrome",519
"Orphanet_75392","Ehlers-Danlos syndrome, periodontitis type",61
"Orphanet_230851","Ehlers-Danlos syndrome, cardiac valvular type",59
"MONDO_0015161","multiple congenital anomalies/dysmorphic syndrome without intellectual disability",3543
"Orphanet_2181","Hydrocephaly - tall stature - joint laxity",22
"Orphanet_1338","Heart defect-tongue hamartoma-polysyndactyly syndrome",42
"Orphanet_2319","Juberg-Hayward syndrome",28
"Orphanet_2631","Mesomelic dwarfism - cleft palate - camptodactyly",26
"Orphanet_2876","PHAVER syndrome",0
"Orphanet_2412","Dislocation of the hip - dysmorphism",15
"Orphanet_1241","Bencze syndrome",0
"EFO_0009050","Macrocephaly-intellectual disability-neurodevelopmental disorder-small thorax syndrome",2
"Orphanet_139390","Isolated craniosynostosis",251
"Orphanet_138041","Pierre Robin syndrome associated with collagen disease",111
"Orphanet_2886","TARP syndrome",39
"Orphanet_363294","Genetic syndromic Pierre Robin syndrome",1556
"Orphanet_141253","Oblique facial cleft",28
"Orphanet_141265","Tessier number 6 facial cleft",0
"Orphanet_1882","Hypohidrotic ectodermal dysplasia - hypothyroidism - ciliary dyskinesia",28
"Orphanet_398173","Focal facial dermal dysplasia type II",0
"Orphanet_398189","Focal facial dermal dysplasia type IV",1
"Orphanet_1809","Hidrotic ectodermal dysplasia, Halal type",0
"Orphanet_3339","Toriello-Lacassie-Droste syndrome",2
"Orphanet_180071","Unilateral aplasia of the Müllerian ducts",1
"MONDO_0015619","non-syndromic urogenital tract malformation",866
"MONDO_0015934","non-syndromic urogenital tract malformation of male and female",70
"Orphanet_101992","Immunodeficiency due to a complement cascade protein anomaly",814
"Orphanet_183707","Neutrophil immunodeficiency syndrome",1
"Orphanet_2587","Myeloperoxidase deficiency",2
"Orphanet_69126","Pyogenic arthritis - pyoderma gangrenosum - acne",471
"Orphanet_342","Familial Mediterranean fever",251
"Orphanet_319535","Autosomal recessive mendelian susceptibility to mycobacterial diseases due to a complete deficiency",729
"Orphanet_70592","Immunodeficiency due to interleukin-1 receptor-associated kinase-4 deficiency",1
"Orphanet_397802","T+ B+ severe combined immunodeficiency",458
"Orphanet_169085","Susceptibility to respiratory infections associated with CD8alpha chain mutation",18
"Orphanet_314689","Combined immunodeficiency due to STK4 deficiency",400
"Orphanet_679","Malignant atrophic papulosis",16
"Orphanet_51608","Generalized arterial calcification of infancy",26
"MONDO_0018795","syndromic constitutional thrombocytopenia",1248
"Orphanet_98455","Alpha granule disease",189
"Orphanet_721","Gray platelet syndrome",114
"MONDO_0017142","rare hemorrhagic disorder due to a qualitative platelet defect",361
"Orphanet_73271","Bleeding diathesis due to a collagen receptor defect",95
"Orphanet_165652","Rare genetic gastroenterological disease",3556
"Orphanet_168601","Congenital enteropathy due to enteropeptidase deficiency",75
"MONDO_0008959","CHAND syndrome",1
"Orphanet_49042","Dentinogenesis imperfecta",56
"Orphanet_166260","Dentinogenesis imperfecta type 2",22
"Orphanet_99798","Oligodontia",117
"MONDO_0060510","Cohen-Gibson syndrome",2
"Orphanet_2229","Dilated cardiomyopathy - hypergonadotropic hypogonadism",26
"Orphanet_307871","Disease with focal palmoplantar keratoderma as a major feature",192
"Orphanet_281201","Keratosis linearis-ichthyosis congenita-sclerosing keratoderma syndrome",24
"Orphanet_369999","Diffuse palmoplantar keratoderma with painful fissures",1
"Orphanet_79364","Alopecia",1586
"EFO_0004192","alopecia areata",146
"Orphanet_228390","Frontonasal dysplasia with alopecia and genital anomaly",9
"Orphanet_700","Alopecia totalis",295
"Orphanet_280654","Autosomal recessive nail dysplasia",1
"Orphanet_79146","Familial progressive hyperpigmentation",11
"MONDO_0007771","hyperpigmentation with or without hypopigmentation, familial progressive",3
"Orphanet_41","Dyschromatosis symmetrica hereditaria",62
"Orphanet_281082","Inherited non-syndromic ichthyosis",806
"Orphanet_281085","Inherited ichthyosis syndromic form",2528
"Orphanet_3151","Multiple sclerosis - ichthyosis - factor VIII deficiency",0
"Orphanet_1839","Hereditary mucoepithelial dysplasia",45
"Orphanet_79360","Other genetic epidermal disease",1020
"EFO_0005303","sudden infant death syndrome",214
"Orphanet_293899","Familial isolated arrhythmogenic ventricular dysplasia, biventricular form",0
"Orphanet_2022","Endomyocardial fibroelastosis",123
"Orphanet_2623","Geleophysic dysplasia",23
"Orphanet_2029","Multiple non-ossifying fibromatosis",3
"Orphanet_2867","Short stature, Brussels type",6
"Orphanet_240","Léri-Weill dyschondrosteosis",249
"Orphanet_216796","Osteogenesis imperfecta type 1",21
"Orphanet_314029","High bone mass osteogenesis imperfecta",3
"Orphanet_324364","Mixed sclerosing bone dystrophy with extra-skeletal manifestations",0
"Orphanet_2801","Juvenile Paget disease",94
"Orphanet_79106","Eiken syndrome",22
"Orphanet_163662","Spondyloepiphyseal dysplasia, Reardon type",25
"Orphanet_263482","Spondyloepiphyseal dysplasia, Maroteaux type",4
"Orphanet_228387","Spondylo-megaepiphyseal-metaphyseal dysplasia",34
"Orphanet_166016","Multiple epiphyseal dysplasia, Lowry type",120
"Orphanet_93439","Bent bone dysplasia",420
"Orphanet_166035","Metaphyseal chondrodysplasia - retinitis pigmentosa",28
"Orphanet_166038","Metaphyseal chondrodysplasia, Kaitila type",1
"Orphanet_183583","Genetic head and neck malformation",3526
"MONDO_0018562","genetic otorhinolaryngological malformation",175
"Orphanet_183536","Genetic congenital limb malformation",4225
"MONDO_0014995","neurodevelopmental disorder with hypotonia, seizures, and absent language",1
"EFO_1001481","enterocolitis",679
"Orphanet_171709","Male infertility due to globozoospermia",63
"Orphanet_399998","Male infertility due to obstructive azoospermia of genetic origin",1293
"Orphanet_399380","Osteonecrosis of genetic origin",1500
"Orphanet_743","Hereditary thrombophilia due to congenital protein S deficiency",53
"Orphanet_655","Nephronophthisis",447
"Orphanet_276405","Hyperbiliverdinemia",33
"MONDO_0060491","neurodevelopmental disorder with involuntary movements",1
"Orphanet_3145","Nephrogenic diabetes insipidus - intracranial calcification",0
"Orphanet_314822","Primary renal tubular acidosis",318
"EFO_0007160","autoimmune thrombocytopenic purpura",503
"Orphanet_93583","Congenital thrombotic thrombocytopenic purpura due to ADAMTS-13 deficiency",14
"Orphanet_300525","Pseudohypoaldosteronism type 2D",124
"Orphanet_93616","Hemoglobin H disease",67
"MONDO_0060631","Alkuraya-Kucinskas syndrome",1
"Orphanet_35909","Combined deficiency of factor V and factor VIII",55
"Orphanet_248408","Familial hypodysfibrinogenemia",3
"Orphanet_903","Von Willebrand disease",283
"Orphanet_166093","Von Willebrand disease type 2N",20
"EFO_0008513","morphologic finding",959
"EFO_0009641","malaise",128
"EFO_0005756","skin wound",466
"EFO_0003843","pain",3229
"HP_0001508","failure to thrive",321
"EFO_0003896","left ventricular hypertrophy",394
"HP_0002715","abnormality of the immune system",6888
"EFO_1001914","radiation-induced gastrointestinal mucositis",42
"HP_0003212","Increased circulating total IgE level",51
"HP_0001651","Dextrocardia",16
"EFO_0005262","mitral annular calcification",13
"HP_0011555","Double inlet left ventricle",2
"HP_0004308","Ventricular arrhythmia",283
"EFO_0009866","pulmonary vascular congestion",143
"EFO_0010059","cerebral microbleeds",58
"HP_0100585","Telangiectasia of the skin",1
"EFO_1001923","varicose ulcer",82
"HP_0001657","prolonged QT interval",155
"EFO_0009472","tympanic membrane perforation",19
"HP_0000407","Sensorineural hearing impairment",89
"HP_0000399","Prelingual sensorineural hearing impairment",8
"HP_0008997","Proximal muscle weakness in upper limbs",1
"HP_0011411","forceps delivery",6
"HP_0000107","Renal cyst",34
"HP_0002814","abnormality of the lower limb",62
"HP_0001945","fever",1536
"HP_0004371","abnormality of glycosaminoglycan metabolism",0
"HP_0200049","Upper limb hypertonia",1
"HP_0001176","Large hands",8
"HP_0002036","hiatus hernia",30
"EFO_0005558","hemolytic anemia",235
"HP_0011906","Reduced beta/alpha synthesis ratio",2
"HP_0030114","Absent muscle fiber dysferlin",1
"HP_0003282","Low alkaline phosphatase",20
"HP_0010473","Porphyrinuria",2
"HP_0001382","Joint hypermobility",61
"HP_0000699","Diastema",18
"HP_0002091","Restrictive ventilatory defect",1
"HP_0001600","abnormality of the larynx",17
"HP_0003720","Generalized muscle hypertrophy",1
"HP_0011804","Abnormality of muscle physiology",1269
"HP_0003738","Exercise-induced myalgia",13
"HP_0002747","Respiratory insufficiency due to muscle weakness",4
"HP_0000707","abnormality of the nervous system",6327
"HP_0000738","Hallucinations",302
"HP_0000725","Psychotic episodes",22
"HP_0000713","Agitation",375
"HP_0002172","Postural instability",69
"HP_0007010","Poor fine motor coordination",0
"HP_0010857","EEG with periodic abnormalities",0
"HP_0012444","Brain atrophy",264
"HP_0002500","Abnormality of the cerebral white matter",161
"HP_0002508","Brainstem dysplasia",2
"HP_0006855","Cerebellar vermis atrophy",1
"HP_0001321","Cerebellar hypoplasia",123
"HP_0002936","Distal sensory impairment",7
"EFO_0003847","mental retardation",2302
"EFO_1001500","mental retardation with language impairment",368
"HP_0025258","Stiff neck",21
"HP_0000347","Micrognathia",90
"HP_0000614","abnormal nasolacrimal system morphology",0
"HP_0000431","Wide nasal bridge",8
"HP_0000448","Prominent nose",4
"HP_0000463","Anteverted nares",23
"HP_0000616","Miosis",51
"HP_0000384","Preauricular skin tag",8
"HP_0009087","Posteriorly placed tongue",0
"HP_0010720","Abnormal hair pattern",8
"HP_0002221","Absent axillary hair",1
"HP_0002555","Absent pubic hair",1
"EFO_0006892","cutaneous precancerous condition",12
"HP_0200042","Skin ulcer",399
"EFO_0007067","decubitus ulcer",257
"HP_0001482","Subcutaneous nodule",42
"HP_0002012","Abnormality of the abdominal organs",3393
"HP_0002579","Gastrointestinal dysmotility",30
"HP_0001737","Pancreatic cysts",52
"HP_0005208","Secretory diarrhea",40
"EFO_1001766","brain hypoxia",39
"MONDO_0015158","unexplained periodic fever syndrome",47
"EFO_0009466","Löfgren’s syndrome",5
"EFO_0000706","spondyloarthropathy",865
"EFO_0009731","polyarticular juvenile idiopathic arthritis, rheumatoid factor positive",57
"EFO_1001811","Monteggia's fracture",98
"EFO_0009620","rib fracture",56
"EFO_0009707","fractures, ununited",107
"EFO_0010165","Osteomyelitis leading to amputation due to slow healing fractures",0
"MONDO_0024654","skull disorder",1515
"EFO_0004261","osteitis deformans",408
"EFO_1001216","tooth disease",2889
"MONDO_0002635","periodontal disease",1621
"MONDO_0002921","congenital structural myopathy",2460
"EFO_0000783","myositis",1392
"EFO_0001425","ischemic cardiomyopathy",265
"MONDO_0017952","non-familial rare disease with dilated cardiomyopathy",96
"EFO_0004540","chronic fatigue syndrome",387
"MONDO_0019748","rare cause of hypertension",2036
"MONDO_0000608","familial juvenile hyperuricemic nephropathy",148
"MONDO_0024647","urolithiasis",230
"EFO_0009663","disease of genitourinary system",11999
"EFO_0003955","bacterial sexually transmitted disease",407
"EFO_0009549","female reproductive system disease",9792
"EFO_0009572","uterine inflammatory disease",315
"MONDO_0045011","keratinization disease",1363
"MONDO_0019283","nail anomaly",365
"MONDO_0019033","primary cutis verticis gyrata",3
"Orphanet_90185","Non-hereditary late-onset primary lymphedema",0
"EFO_1000739","neonatal jaundice",66
"MONDO_0019271","acrokeratoderma",10
"EFO_0007512","tinea pedis",18
"EFO_1000761","scalp dermatosis",0
"EFO_1000747","parapsoriasis",26
"EFO_1000703","fox fordyce disease",0
"EFO_1000670","anhidrosis",1
"EFO_1000688","dyshidrosis",112
"EFO_1000734","miliaria",5
"MONDO_0002025","psychiatric disorder",12562
"MONDO_0021699","alcohol-induced disorders",738
"EFO_1002013","alcoholic pancreatitis",98
"EFO_1001082","panuveitis",250
"EFO_1000795","acute retinal necrosis syndrome",11
"MONDO_0002289","iris disease",617
"EFO_0008571","viral conjunctivitis",8
"MONDO_0004579","retinoschisis",80
"EFO_0009606","macular degeneration",1840
"MONDO_0001519","entropion (disease)",662
"EFO_0005758","cycloplegia",9
"EFO_0002689","antiphospholipid syndrome",218
"MONDO_0004586","rheumatoid lung disease",4
"EFO_0007425","peanut allergic reaction",45
"EFO_0007350","lymph node tuberculosis",21
"MONDO_0000701","ischemic colitis",24
"MONDO_0024572","immunodeficiency-related disorder",94
"EFO_0009085","arterial occlusive disease",2864
"EFO_1001477","Systemic capillary leak syndrome",64
"EFO_1001270","Arterio-Arterial Fistula",0
"EFO_1001493","cardiac embolism",40
"EFO_0005252","orthostatic hypotension",248
"MONDO_0005149","pulmonary hypertension",1899
"EFO_0009198","Pulmonary arterial hypertension associated with schistosomiasis",2
"MONDO_0015492","Anti-neutrophil cytoplasmic antibody-associated vasculitis",792
"MONDO_0018640","secondary vasculitis",4
"MONDO_0002243","hemorrhagic disease",2435
"MONDO_0020460","acquired von willebrand syndrome",10
"EFO_0007445","Plasmodium vivax malaria",119
"MONDO_0001700","megaloblastic anemia (disease)",611
"EFO_0000342","chronic pancreatitis",786
"EFO_0003148","moderate heart failure",73
"EFO_1001138","pulmonary valve stenosis",15
"EFO_0009557","mitral valve disease",299
"EFO_0007426","pericardial tuberculosis",11
"EFO_1001400","Pneumopericardium",1
"EFO_0007298","hemopericardium",128
"MONDO_0018797","genetic cardiac malformation",610
"EFO_1001781","Commotio Cordis",3
"EFO_0009493","paroxysmal tachycardia",1
"EFO_0009277","supraventricular ectopy",186
"EFO_0007302","hepatic tuberculosis",3
"MONDO_0045031","infectious diarrheal disease",0
"EFO_1001433","Taeniasis",95
"EFO_0009429","Mycobacterium infection",681
"EFO_0003097","empyema",81
"EFO_0007368","miliary tuberculosis",36
"EFO_0007477","scarlet fever",25
"EFO_0008556","Methicillin-Resistant Staphylococcus Aureus Pneumonia",19
"EFO_0008557","Methicillin-Susceptible Staphylococcus Aureus Infection",39
"EFO_1000961","Helicobacter pylori infectious disease",371
"EFO_1000792","Acinetobacter infectious disease",2
"EFO_0007485","silicosis",231
"MONDO_0000263","laryngotracheitis",43
"EFO_0007387","Mycoplasma pneumoniae pneumonia",69
"EFO_0007375","molluscum contagiosum",51
"EFO_0007338","Lassa fever",27
"EFO_0007396","Nidovirales infectious disease",253
"EFO_0004227","Dengue Hemorrhagic Fever",248
"MONDO_0024352","viral respiratory tract infection",2406
"EFO_0005226","swine influenza",654
"MONDO_0021184","deltaretrovirus infections",267
"EFO_0007464","Reoviridae infectious disease",137
"EFO_0007513","Togaviridae infectious disease",308
"EFO_0007474","Roseolovirus infectious disease",7
"EFO_1001396","Pinta",5
"EFO_0001067","parasitic infestation",2448
"EFO_1001372","Monieziasis",0
"EFO_0007390","necatoriasis",3
"EFO_0007154","ascariasis",16
"MONDO_0016075","filariasis",172
"EFO_0007379","mucocutaneous Leishmaniasis",25
"EFO_0007417","paracoccidioidomycosis",94
"EFO_1001406","Prosthesis-Related Infections",0
"EFO_0004912","serum IgA measurement",20
"EFO_0009356","Anti-mumps virus IgG measurement",0
"EFO_0004694","factor XI measurement",3
"EFO_0007707","cerebral amyloid deposition measurement",64
"EFO_0008273","repulsive guidance molecule A measurement",2
"EFO_0008229","melanoma-derived growth regulatory protein measurement",3
"EFO_0008115","ectonucleoside triphosphate diphosphohydrolase 5 measurement",2
"EFO_0009423","CXCL6 measurement",1
"EFO_0008049","C-C motif chemokine 23 measurement",1
"EFO_0008184","interleukin 4 measurement",21
"EFO_0008221","macrophage migration inhibitory factor measurement",25
"EFO_0008073","cathepsin S measurement",3
"EFO_0008266","plexin-C1 measurement",1
"EFO_0008132","fibronectin fragment 4 measurement",1
"EFO_0008016","Agouti-related protein measurement",2
"EFO_0008283","serum amyloid P-component measurement",1
"EFO_0008280","serine protease 27 measurement",2
"EFO_0008279","semaphorin-3E measurement",2
"EFO_0008292","stem Cell Growth Factor beta measurement",40
"EFO_0008318","vitamin K-dependent protein C measurement",1
"EFO_0009368","factor VII activating protease measurement",33
"EFO_0008277","Secreted frizzled-related protein 3 measurement",1
"EFO_0008093","complement component C7 measurement",3
"EFO_0008054","C-C motif chemokine 7 measurement",12
"EFO_0008281","serine/threonine-protein kinase 17B measurement",1
"EFO_0004463","angiotensin converting enzyme activity measurement",2
"EFO_0004520","ICAM-1 measurement",8
"EFO_0007708","t-tau:beta-amyloid 1-42 ratio measurement",34
"EFO_0009229","Reticulocyte Corpuscular Hemoglobin Content",0
"EFO_0004745","NT-proBNP measurement",4
"EFO_0004873","cytokine measurement",477
"EFO_0004629","von Willebrand factor measurement",39
"EFO_0008037","BMI-adjusted fasting blood insulin measurement",17
"EFO_0004670","beta-amyloid 1-42 measurement",63
"EFO_0007793","BMI-adjusted leptin measurement",5
"EFO_0004736","aspartate aminotransferase measurement",138
"EFO_0006902","angiopoietin-2 receptor measurement",2
"EFO_0006903","hepatocyte growth factor measurement",22
"EFO_0005126","arylesterase enzyme measurement",1
"EFO_0004612","high density lipoprotein cholesterol measurement",532
"EFO_0010088","beverage consumption measurement",263
"EFO_0007889","dysmenorrheic pain measurement",16
"EFO_0009437","offspring mortality measurement",2
"EFO_0009263","nicotine withdrawal symptom count",23
"EFO_0005111","folic acid measurement",27
"EFO_0006949","wine liking measurement",3
"EFO_0008438","growth hormone measurement",0
"EFO_0004573","chemerin measurement",9
"EFO_0008422","susceptibility to infectious disease measurement",758
"EFO_0004919","metastasis free survival",0
"EFO_0009722","number of stillbirths",0
"EFO_0009262","nicotine dependence symptom count",79
"EFO_0007017","peanut allergy measurement",16
"EFO_0007893","alpha-carotene measurement",2
"EFO_0007896","zeaxanthin measurement",0
"EFO_0007747","postburn hypertrophic scarring severity measurement",9
"EFO_0006845","liver disease biomarker",521
"EFO_0010138","nitrite measurement",0
"EFO_0008356","dihomo-gamma-linoleic acid measurement",0
"EFO_0008350","alpha-linoleic acid measurement",1
"EFO_0006822","trans-16:1n-7 fatty acid measurement",6
"EFO_0010119","omega-3 polyunsaturated fatty acid measurement",0
"EFO_0006506","hepatic lipid content measurement",4
"EFO_0009944","Antiglaucoma preparations and miotics use measurement",14
"EFO_0009928","Diuretic use measurement",98
"EFO_0009865","transcriptome measurement",1
"EFO_0008351","amyloid deposition measurement",2
"EFO_0008371","kidney amyloid deposition measurement",1
"EFO_0007964","gestational serum measurement",30
"EFO_0007818","athletic endurance measurement",3
"EFO_0005763","pulse pressure measurement",649
"EFO_0004831","RR interval",27
"EFO_0009291","E/A ratio",0
"EFO_0009286","heart relative wall thickness",1
"EFO_0005037","aortic root size",19
"EFO_0008432","lipoprotein-associated phospholipase A(2) change measurement",3
"EFO_0009480","coping behaviour measurement",0
"EFO_0007927","schizophrenia symptom severity measurement",141
"EFO_0010129","breakfast skipping measurement",5
"EFO_0004840","cortical thickness",14
"EFO_0009587","anhedonia measurement",3
"EFO_0009590","visual memory measurement",1
"EFO_0008433","pursuit maintenance gain measurement",69
"EFO_0005035","hippocampal volume",79
"EFO_0009398","hippocampal tail volume",13
"EFO_0009400","presubiculum volume",2
"EFO_0008394","verbal-numerical reasoning measurement",0
"EFO_0007900","retinol measurement",0
"EFO_0009339","Herpes simplex virus 2 seropositivity",0
"EFO_0007035","Chlamydia pneumoniae seropositivity",2
"EFO_0004510","HPV seropositivity",1
"EFO_0004979","comprehensive strength index",2
"EFO_0006785","infant body height",15
"EFO_0003965","very low birth weight infant",1
"EFO_0004340","body mass index",1576
"EFO_0005937","longitudinal BMI measurement",47
"EFO_0006266","sum of skinfolds",1
"EFO_0006842","diabetes mellitus biomarker",441
"EFO_0010120","fasting blood glucose change measurement",13
"EFO_0007997","granulocyte percentage of myeloid white cells",176
"EFO_0009245","Neutrophilic Myelocyte Count",0
"EFO_0007615","thrombus formation measurement",6
"EFO_0008447","neutrophil-to-lymphocyte ratio",0
"EFO_0007874","gut microbiome measurement",170
"EFO_0007915","agreeableness measurement",0
"EFO_0010139","fish consumption measurement",3
"EFO_0005654","velocity of sound measurement",9
"EFO_0005538","thrombin generation potential measurement",3
"EFO_0006805","word list delayed recall measurement",25
"EFO_0006520","carbon monoxide exhalation measurement",3
"EFO_0008369","infant intracranial volume measurement",2
"EFO_0004357","electroencephalogram measurement",78
"EFO_0004325","blood pressure",1530
"EFO_0007042","polychlorinated biphenyls measurement",54
"EFO_1001296","colon diverticulum",0
"EFO_0009431","intestinal disease",9652
"EFO_1001785","diffuse esophageal spasm",2
"MONDO_0015514","genetic endocrine growth disease",4540
"EFO_0009067","combined partial 17-alpha-hydroxylase/17,20-lyase deficiency",4
"MONDO_0016508","rare non surgically correctable form of primary aldosteronism",240
"EFO_0004127","hyperthyroxinemia",22
"EFO_0004283","goiter",1161
"EFO_1001018","lingual goiter",0
"MONDO_0015880","syndromic diaphragmatic or thoracic malformation",1242
"MONDO_0017017","primary interstitial lung disease specific to childhood due to alveolar vascular disorder",246
"EFO_0006505","chronic bronchitis",326
"MONDO_0024263","neonatal aspiration syndrome",45
"EFO_0009686","respiratory failure",1185
"MONDO_0021925","tracheobronchitis",518
"HP_0008404","Nail dystrophy",34
"HP_0002164","Nail dysplasia",15
"HP_0000358","Posteriorly rotated ears",8
"HP_0011918","Clinodactyly of the 4th toe",1
"HP_0012868","Sperm tail anomaly",1
"HP_0010508","Metatarsus valgus",0
"HP_0011014","Abnormal glucose homeostasis",2747
"HP_0001476","Delayed closure of the anterior fontanelle",0
"HP_0004363","Abnormality of calcium homeostasis",424
"HP_0003274","Hypoplastic acetabulae",1
"EFO_0005878","vitamin deficiency",974
"HP_0012278","Abnormal circulating serine concentration",0
"EFO_0004911","familial hypercholesterolemia",405
"MONDO_0007750","hypercholesterolemia, familial",267
"Orphanet_2056","Essential fructosuria",60
"Orphanet_284411","Glycerol kinase deficiency, juvenile form",0
